x;y;size;color
746;304;15;NOIR
751;333;15;NOIR
751;337;15;NOIR
735;318;15;NOIR
749;321;15;NOIR
762;333;15;NOIR
763;326;15;NOIR
742;337;15;NOIR
751;320;15;NOIR
741;305;15;NOIR
749;322;15;NOIR
747;331;15;NOIR
745;323;15;NOIR
760;333;15;NOIR
751;326;15;NOIR
756;309;15;NOIR
743;330;15;NOIR
765;326;15;NOIR
748;318;15;NOIR
741;314;15;NOIR
749;328;15;NOIR
743;331;15;NOIR
752;334;15;NOIR
731;313;15;NOIR
731;320;15;NOIR
744;335;15;NOIR
748;335;15;NOIR
753;308;15;NOIR
735;321;15;NOIR
742;311;15;NOIR
729;318;15;NOIR
727;322;15;NOIR
758;333;15;NOIR
743;335;15;NOIR
762;323;15;NOIR
736;320;15;NOIR
756;330;15;NOIR
748;316;15;NOIR
728;320;15;NOIR
760;321;15;NOIR
749;323;15;NOIR
736;333;15;NOIR
757;315;15;NOIR
747;303;15;NOIR
742;326;15;NOIR
738;326;15;NOIR
757;335;15;NOIR
758;310;15;NOIR
755;328;15;NOIR
747;317;15;NOIR
747;319;15;NOIR
746;303;15;NOIR
752;321;15;NOIR
761;334;15;NOIR
757;335;15;NOIR
748;315;15;NOIR
743;337;15;NOIR
740;333;15;NOIR
740;318;15;NOIR
762;323;15;NOIR
755;310;15;NOIR
758;331;15;NOIR
754;314;15;NOIR
754;307;15;NOIR
762;312;15;NOIR
742;331;15;NOIR
736;307;15;NOIR
742;329;15;NOIR
758;324;15;NOIR
738;321;15;NOIR
744;316;15;NOIR
735;322;15;NOIR
749;338;15;NOIR
749;312;15;NOIR
737;308;15;NOIR
746;335;15;NOIR
736;315;15;NOIR
742;334;15;NOIR
741;333;15;NOIR
756;328;15;NOIR
756;311;15;NOIR
755;327;15;NOIR
746;314;15;NOIR
751;323;15;NOIR
752;322;15;NOIR
747;326;15;NOIR
743;309;15;NOIR
735;326;15;NOIR
738;310;15;NOIR
768;327;15;NOIR
745;315;15;NOIR
752;303;15;NOIR
731;318;15;NOIR
744;329;15;NOIR
733;312;15;NOIR
735;331;15;NOIR
751;313;15;NOIR
756;341;15;NOIR
743;317;15;NOIR
757;338;15;NOIR
729;327;15;NOIR
748;317;15;NOIR
743;314;15;NOIR
732;330;15;NOIR
740;319;15;NOIR
744;322;15;NOIR
747;326;15;NOIR
754;338;15;NOIR
747;321;15;NOIR
756;310;15;NOIR
740;339;15;NOIR
732;329;15;NOIR
745;312;15;NOIR
762;321;15;NOIR
761;332;15;NOIR
741;335;15;NOIR
768;325;15;NOIR
734;319;15;NOIR
730;328;15;NOIR
758;313;15;NOIR
745;330;15;NOIR
750;308;15;NOIR
762;333;15;NOIR
758;326;15;NOIR
741;337;15;NOIR
752;308;15;NOIR
752;315;15;NOIR
748;309;15;NOIR
749;324;15;NOIR
750;336;15;NOIR
763;330;15;NOIR
752;316;15;NOIR
750;337;15;NOIR
738;308;15;NOIR
737;325;15;NOIR
766;313;15;NOIR
764;332;15;NOIR
760;311;15;NOIR
746;334;15;NOIR
760;323;15;NOIR
737;334;15;NOIR
749;324;15;NOIR
755;334;15;NOIR
763;320;15;NOIR
737;312;15;NOIR
735;320;15;NOIR
749;341;15;NOIR
734;316;15;NOIR
756;330;15;NOIR
749;317;15;NOIR
745;333;15;NOIR
736;334;15;NOIR
743;329;15;NOIR
734;335;15;NOIR
766;322;15;NOIR
732;312;15;NOIR
767;316;15;NOIR
753;319;15;NOIR
757;313;15;NOIR
734;322;15;NOIR
748;335;15;NOIR
758;336;15;NOIR
745;333;15;NOIR
762;321;15;NOIR
751;326;15;NOIR
736;312;15;NOIR
767;328;15;NOIR
738;315;15;NOIR
746;315;15;NOIR
757;314;15;NOIR
759;332;15;NOIR
740;314;15;NOIR
765;330;15;NOIR
749;342;15;NOIR
749;334;15;NOIR
745;319;15;NOIR
765;326;15;NOIR
745;306;15;NOIR
733;326;15;NOIR
764;319;15;NOIR
743;303;15;NOIR
758;324;15;NOIR
755;319;15;NOIR
731;316;15;NOIR
756;315;15;NOIR
735;310;15;NOIR
752;303;15;NOIR
729;326;15;NOIR
759;326;15;NOIR
754;305;15;NOIR
745;311;15;NOIR
753;305;15;NOIR
746;305;15;NOIR
767;323;15;NOIR
746;320;15;NOIR
766;322;15;NOIR
763;326;15;NOIR
757;331;15;NOIR
737;310;15;NOIR
744;336;15;NOIR
763;322;15;NOIR
751;322;15;NOIR
737;309;15;NOIR
764;325;15;NOIR
741;336;15;NOIR
735;325;15;NOIR
757;332;15;NOIR
751;331;15;NOIR
736;314;15;NOIR
752;341;15;NOIR
742;329;15;NOIR
735;311;15;NOIR
757;315;15;NOIR
745;313;15;NOIR
761;323;15;NOIR
738;325;15;NOIR
746;327;15;NOIR
734;310;15;NOIR
738;327;15;NOIR
748;313;15;NOIR
763;324;15;NOIR
732;323;15;NOIR
747;330;15;NOIR
759;308;15;NOIR
731;323;15;NOIR
760;333;15;NOIR
755;324;15;NOIR
763;333;15;NOIR
799;339;15;NOIR
781;329;15;NOIR
808;325;15;NOIR
798;322;15;NOIR
793;335;15;NOIR
805;346;15;NOIR
776;322;15;NOIR
789;339;15;NOIR
788;331;15;NOIR
801;339;15;NOIR
792;334;15;NOIR
783;324;15;NOIR
786;317;15;NOIR
801;323;15;NOIR
798;334;15;NOIR
781;323;15;NOIR
785;339;15;NOIR
778;326;15;NOIR
788;342;15;NOIR
809;333;15;NOIR
781;318;15;NOIR
788;343;15;NOIR
783;345;15;NOIR
807;328;15;NOIR
787;337;15;NOIR
780;349;15;NOIR
796;315;15;NOIR
785;333;15;NOIR
804;342;15;NOIR
781;326;15;NOIR
778;345;15;NOIR
777;322;15;NOIR
782;345;15;NOIR
786;351;15;NOIR
796;349;15;NOIR
788;331;15;NOIR
786;317;15;NOIR
789;337;15;NOIR
796;327;15;NOIR
800;326;15;NOIR
801;332;15;NOIR
775;344;15;NOIR
783;333;15;NOIR
811;330;15;NOIR
775;337;15;NOIR
782;342;15;NOIR
788;324;15;NOIR
795;349;15;NOIR
793;334;15;NOIR
808;330;15;NOIR
783;341;15;NOIR
795;348;15;NOIR
790;327;15;NOIR
778;327;15;NOIR
796;315;15;NOIR
777;327;15;NOIR
784;331;15;NOIR
782;334;15;NOIR
799;351;15;NOIR
795;324;15;NOIR
775;326;15;NOIR
804;320;15;NOIR
788;345;15;NOIR
809;342;15;NOIR
807;340;15;NOIR
797;327;15;NOIR
783;331;15;NOIR
792;337;15;NOIR
789;314;15;NOIR
778;347;15;NOIR
783;344;15;NOIR
788;331;15;NOIR
804;326;15;NOIR
800;330;15;NOIR
778;319;15;NOIR
806;334;15;NOIR
791;349;15;NOIR
807;329;15;NOIR
804;342;15;NOIR
797;343;15;NOIR
797;340;15;NOIR
797;326;15;NOIR
798;316;15;NOIR
792;322;15;NOIR
792;321;15;NOIR
797;316;15;NOIR
797;317;15;NOIR
807;328;15;NOIR
799;351;15;NOIR
794;343;15;NOIR
781;319;15;NOIR
781;348;15;NOIR
803;334;15;NOIR
776;344;15;NOIR
786;339;15;NOIR
802;344;15;NOIR
782;329;15;NOIR
798;347;15;NOIR
780;335;15;NOIR
788;351;15;NOIR
810;331;15;NOIR
780;320;15;NOIR
790;337;15;NOIR
792;331;15;NOIR
786;319;15;NOIR
776;328;15;NOIR
807;321;15;NOIR
776;321;15;NOIR
793;345;15;NOIR
782;331;15;NOIR
788;335;15;NOIR
789;341;15;NOIR
786;343;15;NOIR
808;338;15;NOIR
804;347;15;NOIR
793;330;15;NOIR
786;337;15;NOIR
792;350;15;NOIR
786;344;15;NOIR
791;340;15;NOIR
793;321;15;NOIR
782;346;15;NOIR
789;328;15;NOIR
780;323;15;NOIR
784;316;15;NOIR
796;337;15;NOIR
773;333;15;NOIR
797;344;15;NOIR
793;335;15;NOIR
794;337;15;NOIR
784;338;15;NOIR
798;323;15;NOIR
796;339;15;NOIR
783;338;15;NOIR
776;326;15;NOIR
778;329;15;NOIR
800;341;15;NOIR
787;334;15;NOIR
791;323;15;NOIR
786;350;15;NOIR
805;330;15;NOIR
799;347;15;NOIR
791;335;15;NOIR
797;346;15;NOIR
788;340;15;NOIR
780;346;15;NOIR
809;331;15;NOIR
785;336;15;NOIR
782;323;15;NOIR
786;333;15;NOIR
790;334;15;NOIR
790;326;15;NOIR
789;334;15;NOIR
809;337;15;NOIR
791;323;15;NOIR
783;330;15;NOIR
789;319;15;NOIR
783;346;15;NOIR
804;341;15;NOIR
805;318;15;NOIR
777;322;15;NOIR
794;342;15;NOIR
781;325;15;NOIR
783;323;15;NOIR
777;329;15;NOIR
808;344;15;NOIR
803;316;15;NOIR
782;327;15;NOIR
795;319;15;NOIR
802;320;15;NOIR
802;345;15;NOIR
775;329;15;NOIR
795;329;15;NOIR
789;344;15;NOIR
792;313;15;NOIR
790;340;15;NOIR
800;346;15;NOIR
775;334;15;NOIR
796;332;15;NOIR
788;338;15;NOIR
783;318;15;NOIR
773;326;15;NOIR
779;324;15;NOIR
776;332;15;NOIR
799;345;15;NOIR
790;317;15;NOIR
792;316;15;NOIR
791;346;15;NOIR
779;322;15;NOIR
811;328;15;NOIR
783;330;15;NOIR
811;334;15;NOIR
794;313;15;NOIR
793;315;15;NOIR
776;324;15;NOIR
804;337;15;NOIR
786;332;15;NOIR
784;321;15;NOIR
772;327;15;NOIR
775;330;15;NOIR
808;331;15;NOIR
803;316;15;NOIR
787;338;15;NOIR
809;337;15;NOIR
801;339;15;NOIR
806;337;15;NOIR
783;345;15;NOIR
790;321;15;NOIR
810;335;15;NOIR
790;332;15;NOIR
802;327;15;NOIR
774;334;15;NOIR
794;350;15;NOIR
785;330;15;NOIR
783;325;15;NOIR
796;322;15;NOIR
786;313;15;NOIR
808;330;15;NOIR
784;349;15;NOIR
804;336;15;NOIR
793;319;15;NOIR
790;324;15;NOIR
794;345;15;NOIR
780;325;15;NOIR
783;320;15;NOIR
774;334;15;NOIR
775;328;15;NOIR
782;330;15;NOIR
806;339;15;NOIR
799;340;15;NOIR
789;314;15;NOIR
803;324;15;NOIR
788;318;15;NOIR
775;338;15;NOIR
781;331;15;NOIR
802;320;15;NOIR
798;326;15;NOIR
796;324;15;NOIR
780;338;15;NOIR
796;340;15;NOIR
848;340;15;NOIR
835;337;15;NOIR
828;317;15;NOIR
858;332;15;NOIR
848;330;15;NOIR
826;322;15;NOIR
836;325;15;NOIR
819;332;15;NOIR
838;351;15;NOIR
855;336;15;NOIR
822;323;15;NOIR
825;332;15;NOIR
830;317;15;NOIR
850;330;15;NOIR
847;320;15;NOIR
844;336;15;NOIR
853;345;15;NOIR
847;332;15;NOIR
846;345;15;NOIR
836;334;15;NOIR
851;347;15;NOIR
831;339;15;NOIR
830;334;15;NOIR
851;336;15;NOIR
822;331;15;NOIR
852;324;15;NOIR
840;333;15;NOIR
837;325;15;NOIR
829;317;15;NOIR
825;338;15;NOIR
823;323;15;NOIR
831;347;15;NOIR
840;335;15;NOIR
843;348;15;NOIR
824;344;15;NOIR
820;335;15;NOIR
845;335;15;NOIR
824;320;15;NOIR
819;336;15;NOIR
851;337;15;NOIR
833;345;15;NOIR
832;330;15;NOIR
849;326;15;NOIR
851;339;15;NOIR
845;315;15;NOIR
837;348;15;NOIR
851;322;15;NOIR
852;345;15;NOIR
842;351;15;NOIR
856;325;15;NOIR
821;341;15;NOIR
826;330;15;NOIR
842;324;15;NOIR
829;345;15;NOIR
835;344;15;NOIR
825;331;15;NOIR
823;339;15;NOIR
844;345;15;NOIR
843;340;15;NOIR
846;320;15;NOIR
854;339;15;NOIR
826;320;15;NOIR
831;333;15;NOIR
830;320;15;NOIR
845;329;15;NOIR
842;328;15;NOIR
841;340;15;NOIR
841;347;15;NOIR
835;314;15;NOIR
834;337;15;NOIR
832;334;15;NOIR
842;342;15;NOIR
835;315;15;NOIR
832;318;15;NOIR
830;351;15;NOIR
839;321;15;NOIR
825;321;15;NOIR
827;337;15;NOIR
840;329;15;NOIR
824;322;15;NOIR
855;343;15;NOIR
870;328;15;NOIR
868;334;15;NOIR
850;330;15;NOIR
871;349;15;NOIR
873;330;15;NOIR
865;343;15;NOIR
861;333;15;NOIR
867;344;15;NOIR
864;330;15;NOIR
878;325;15;NOIR
868;313;15;NOIR
873;343;15;NOIR
863;340;15;NOIR
873;328;15;NOIR
862;331;15;NOIR
871;341;15;NOIR
884;323;15;NOIR
861;334;15;NOIR
871;330;15;NOIR
854;344;15;NOIR
881;329;15;NOIR
852;328;15;NOIR
854;343;15;NOIR
874;347;15;NOIR
852;328;15;NOIR
872;319;15;NOIR
860;326;15;NOIR
864;331;15;NOIR
883;339;15;NOIR
870;336;15;NOIR
880;341;15;NOIR
862;350;15;NOIR
852;333;15;NOIR
864;352;15;NOIR
848;341;15;NOIR
883;331;15;NOIR
862;336;15;NOIR
862;329;15;NOIR
871;334;15;NOIR
874;335;15;NOIR
854;346;15;NOIR
877;348;15;NOIR
870;348;15;NOIR
862;333;15;NOIR
866;319;15;NOIR
868;345;15;NOIR
851;327;15;NOIR
871;347;15;NOIR
870;323;15;NOIR
882;331;15;NOIR
859;345;15;NOIR
875;342;15;NOIR
859;351;15;NOIR
858;317;15;NOIR
874;338;15;NOIR
855;331;15;NOIR
858;329;15;NOIR
881;332;15;NOIR
884;327;15;NOIR
851;340;15;NOIR
882;341;15;NOIR
866;342;15;NOIR
882;345;15;NOIR
860;333;15;NOIR
864;345;15;NOIR
864;351;15;NOIR
880;345;15;NOIR
880;326;15;NOIR
884;338;15;NOIR
880;337;15;NOIR
875;347;15;NOIR
869;337;15;NOIR
879;330;15;NOIR
865;329;15;NOIR
877;347;15;NOIR
883;337;15;NOIR
885;327;15;NOIR
870;343;15;NOIR
875;346;15;NOIR
880;334;15;NOIR
901;334;15;NOIR
891;338;15;NOIR
901;325;15;NOIR
913;327;15;NOIR
909;325;15;NOIR
883;341;15;NOIR
891;324;15;NOIR
888;329;15;NOIR
884;323;15;NOIR
877;336;15;NOIR
887;339;15;NOIR
883;343;15;NOIR
886;321;15;NOIR
895;347;15;NOIR
897;319;15;NOIR
876;337;15;NOIR
881;338;15;NOIR
895;340;15;NOIR
897;323;15;NOIR
904;332;15;NOIR
889;325;15;NOIR
897;316;15;NOIR
902;324;15;NOIR
900;336;15;NOIR
880;324;15;NOIR
900;327;15;NOIR
903;348;15;NOIR
888;347;15;NOIR
899;314;15;NOIR
894;333;15;NOIR
909;328;15;NOIR
892;317;15;NOIR
888;320;15;NOIR
893;319;15;NOIR
907;319;15;NOIR
898;337;15;NOIR
884;325;15;NOIR
891;320;15;NOIR
901;326;15;NOIR
896;331;15;NOIR
900;345;15;NOIR
877;332;15;NOIR
880;342;15;NOIR
904;348;15;NOIR
883;335;15;NOIR
893;321;15;NOIR
893;316;15;NOIR
889;321;15;NOIR
879;336;15;NOIR
885;343;15;NOIR
896;351;15;NOIR
881;318;15;NOIR
891;329;15;NOIR
906;317;15;NOIR
896;337;15;NOIR
888;345;15;NOIR
908;334;15;NOIR
911;324;15;NOIR
906;340;15;NOIR
894;317;15;NOIR
876;323;15;NOIR
882;326;15;NOIR
889;317;15;NOIR
882;343;15;NOIR
898;327;15;NOIR
907;330;15;NOIR
904;315;15;NOIR
904;344;15;NOIR
899;344;15;NOIR
879;325;15;NOIR
902;313;15;NOIR
887;329;15;NOIR
909;329;15;NOIR
903;344;15;NOIR
889;340;15;NOIR
892;335;15;NOIR
878;323;15;NOIR
912;331;15;NOIR
909;339;15;NOIR
922;349;15;NOIR
911;323;15;NOIR
920;323;15;NOIR
927;312;15;NOIR
931;316;15;NOIR
932;317;15;NOIR
921;343;15;NOIR
923;345;15;NOIR
934;317;15;NOIR
929;317;15;NOIR
926;314;15;NOIR
937;318;15;NOIR
922;331;15;NOIR
911;332;15;NOIR
929;343;15;NOIR
923;342;15;NOIR
915;330;15;NOIR
918;318;15;NOIR
940;318;15;NOIR
944;334;15;NOIR
922;342;15;NOIR
932;325;15;NOIR
914;346;15;NOIR
925;348;15;NOIR
926;333;15;NOIR
931;320;15;NOIR
946;335;15;NOIR
931;348;15;NOIR
916;330;15;NOIR
917;329;15;NOIR
940;319;15;NOIR
922;350;15;NOIR
931;347;15;NOIR
932;350;15;NOIR
919;347;15;NOIR
938;343;15;NOIR
930;317;15;NOIR
935;338;15;NOIR
921;336;15;NOIR
940;341;15;NOIR
922;320;15;NOIR
917;335;15;NOIR
921;330;15;NOIR
928;325;15;NOIR
916;333;15;NOIR
924;350;15;NOIR
918;342;15;NOIR
929;324;15;NOIR
930;346;15;NOIR
934;335;15;NOIR
941;334;15;NOIR
917;336;15;NOIR
923;337;15;NOIR
939;340;15;NOIR
938;318;15;NOIR
946;334;15;NOIR
935;322;15;NOIR
916;348;15;NOIR
924;343;15;NOIR
919;327;15;NOIR
910;323;15;NOIR
933;346;15;NOIR
922;328;15;NOIR
915;318;15;NOIR
936;319;15;NOIR
933;350;15;NOIR
941;324;15;NOIR
921;323;15;NOIR
926;322;15;NOIR
912;318;15;NOIR
910;329;15;NOIR
912;337;15;NOIR
923;343;15;NOIR
928;314;15;NOIR
942;325;15;NOIR
921;319;15;NOIR
930;323;15;NOIR
917;323;15;NOIR
912;336;15;NOIR
912;336;15;NOIR
971;323;15;NOIR
969;340;15;NOIR
983;344;15;NOIR
979;351;15;NOIR
983;350;15;NOIR
964;318;15;NOIR
958;330;15;NOIR
970;353;15;NOIR
982;337;15;NOIR
966;345;15;NOIR
981;320;15;NOIR
964;348;15;NOIR
962;337;15;NOIR
979;315;15;NOIR
979;334;15;NOIR
992;330;15;NOIR
986;323;15;NOIR
984;322;15;NOIR
968;349;15;NOIR
958;330;15;NOIR
963;330;15;NOIR
974;337;15;NOIR
985;323;15;NOIR
961;325;15;NOIR
979;330;15;NOIR
976;326;15;NOIR
963;346;15;NOIR
983;339;15;NOIR
956;336;15;NOIR
989;345;15;NOIR
980;326;15;NOIR
982;337;15;NOIR
964;330;15;NOIR
961;346;15;NOIR
957;326;15;NOIR
963;345;15;NOIR
967;350;15;NOIR
992;341;15;NOIR
964;342;15;NOIR
966;340;15;NOIR
979;351;15;NOIR
976;324;15;NOIR
965;319;15;NOIR
988;332;15;NOIR
987;339;15;NOIR
971;353;15;NOIR
979;326;15;NOIR
992;329;15;NOIR
976;321;15;NOIR
961;347;15;NOIR
975;323;15;NOIR
964;341;15;NOIR
966;322;15;NOIR
979;351;15;NOIR
980;338;15;NOIR
959;322;15;NOIR
970;328;15;NOIR
989;321;15;NOIR
974;350;15;NOIR
972;330;15;NOIR
963;332;15;NOIR
982;326;15;NOIR
990;344;15;NOIR
985;332;15;NOIR
962;335;15;NOIR
990;335;15;NOIR
974;336;15;NOIR
987;320;15;NOIR
976;343;15;NOIR
989;332;15;NOIR
988;337;15;NOIR
973;337;15;NOIR
956;326;15;NOIR
966;322;15;NOIR
981;325;15;NOIR
962;318;15;NOIR
972;327;15;NOIR
961;329;15;NOIR
968;326;15;NOIR
965;341;15;NOIR
960;324;15;NOIR
949;323;15;NOIR
969;336;15;NOIR
939;329;15;NOIR
961;351;15;NOIR
948;337;15;NOIR
961;343;15;NOIR
965;344;15;NOIR
969;339;15;NOIR
952;325;15;NOIR
940;326;15;NOIR
939;337;15;NOIR
960;319;15;NOIR
950;346;15;NOIR
942;340;15;NOIR
938;335;15;NOIR
961;340;15;NOIR
963;345;15;NOIR
940;336;15;NOIR
935;337;15;NOIR
942;321;15;NOIR
938;334;15;NOIR
946;348;15;NOIR
954;328;15;NOIR
933;329;15;NOIR
967;332;15;NOIR
954;342;15;NOIR
948;347;15;NOIR
948;347;15;NOIR
968;338;15;NOIR
941;337;15;NOIR
942;351;15;NOIR
964;323;15;NOIR
949;335;15;NOIR
936;326;15;NOIR
962;349;15;NOIR
959;344;15;NOIR
962;340;15;NOIR
944;321;15;NOIR
953;346;15;NOIR
947;352;15;NOIR
943;335;15;NOIR
953;331;15;NOIR
939;327;15;NOIR
943;350;15;NOIR
961;342;15;NOIR
964;330;15;NOIR
957;354;15;NOIR
937;346;15;NOIR
967;327;15;NOIR
950;331;15;NOIR
939;330;15;NOIR
938;337;15;NOIR
962;326;15;NOIR
953;327;15;NOIR
952;334;15;NOIR
945;342;15;NOIR
959;328;15;NOIR
962;343;15;NOIR
954;329;15;NOIR
944;343;15;NOIR
955;317;15;NOIR
962;329;15;NOIR
950;331;15;NOIR
951;326;15;NOIR
963;347;15;NOIR
933;336;15;NOIR
956;323;15;NOIR
946;322;15;NOIR
933;335;15;NOIR
936;337;15;NOIR
939;345;15;NOIR
933;336;15;NOIR
966;343;15;NOIR
935;333;15;NOIR
959;351;15;NOIR
956;322;15;NOIR
967;337;15;NOIR
961;352;15;NOIR
950;320;15;NOIR
807;340;15;NOIR
831;338;15;NOIR
831;347;15;NOIR
825;340;15;NOIR
830;343;15;NOIR
822;335;15;NOIR
805;343;15;NOIR
836;343;15;NOIR
820;335;15;NOIR
825;324;15;NOIR
812;342;15;NOIR
818;316;15;NOIR
810;347;15;NOIR
802;335;15;NOIR
814;325;15;NOIR
818;337;15;NOIR
827;333;15;NOIR
810;335;15;NOIR
823;323;15;NOIR
815;346;15;NOIR
810;323;15;NOIR
805;350;15;NOIR
830;350;15;NOIR
834;332;15;NOIR
824;337;15;NOIR
819;320;15;NOIR
809;323;15;NOIR
825;329;15;NOIR
802;343;15;NOIR
813;338;15;NOIR
827;334;15;NOIR
823;348;15;NOIR
806;345;15;NOIR
806;335;15;NOIR
802;343;15;NOIR
816;353;15;NOIR
804;350;15;NOIR
821;355;15;NOIR
816;341;15;NOIR
823;353;15;NOIR
807;339;15;NOIR
830;344;15;NOIR
825;324;15;NOIR
815;355;15;NOIR
816;347;15;NOIR
809;338;15;NOIR
824;342;15;NOIR
827;326;15;NOIR
829;320;15;NOIR
820;350;15;NOIR
815;330;15;NOIR
808;324;15;NOIR
824;323;15;NOIR
817;341;15;NOIR
822;325;15;NOIR
828;319;15;NOIR
833;325;15;NOIR
825;325;15;NOIR
820;354;15;NOIR
827;333;15;NOIR
807;337;15;NOIR
802;333;15;NOIR
804;343;15;NOIR
807;347;15;NOIR
808;340;15;NOIR
834;327;15;NOIR
805;345;15;NOIR
801;324;15;NOIR
814;324;15;NOIR
832;333;15;NOIR
833;343;15;NOIR
826;342;15;NOIR
831;337;15;NOIR
805;343;15;NOIR
830;320;15;NOIR
832;345;15;NOIR
805;336;15;NOIR
817;352;15;NOIR
811;318;15;NOIR
805;348;15;NOIR
718;346;15;NOIR
734;344;15;NOIR
728;362;15;NOIR
733;334;15;NOIR
740;355;15;NOIR
729;350;15;NOIR
734;335;15;NOIR
711;353;15;NOIR
733;348;15;NOIR
727;367;15;NOIR
731;354;15;NOIR
713;361;15;NOIR
726;345;15;NOIR
744;348;15;NOIR
739;336;15;NOIR
733;351;15;NOIR
723;350;15;NOIR
735;355;15;NOIR
745;350;15;NOIR
722;349;15;NOIR
737;356;15;NOIR
723;352;15;NOIR
747;344;15;NOIR
724;348;15;NOIR
747;351;15;NOIR
731;351;15;NOIR
744;354;15;NOIR
713;334;15;NOIR
714;354;15;NOIR
734;355;15;NOIR
708;348;15;NOIR
724;365;15;NOIR
729;339;15;NOIR
734;333;15;NOIR
715;347;15;NOIR
736;342;15;NOIR
744;358;15;NOIR
746;340;15;NOIR
729;340;15;NOIR
726;366;15;NOIR
716;349;15;NOIR
725;339;15;NOIR
725;330;15;NOIR
712;346;15;NOIR
717;338;15;NOIR
725;346;15;NOIR
735;331;15;NOIR
717;345;15;NOIR
714;340;15;NOIR
732;361;15;NOIR
722;345;15;NOIR
747;345;15;NOIR
717;337;15;NOIR
715;356;15;NOIR
736;353;15;NOIR
732;354;15;NOIR
732;351;15;NOIR
721;332;15;NOIR
721;347;15;NOIR
714;350;15;NOIR
739;349;15;NOIR
737;338;15;NOIR
733;334;15;NOIR
732;335;15;NOIR
743;354;15;NOIR
719;343;15;NOIR
731;348;15;NOIR
733;351;15;NOIR
737;334;15;NOIR
730;353;15;NOIR
721;342;15;NOIR
719;339;15;NOIR
719;357;15;NOIR
735;343;15;NOIR
717;361;15;NOIR
726;344;15;NOIR
736;335;15;NOIR
730;357;15;NOIR
716;340;15;NOIR
730;342;15;NOIR
724;344;15;NOIR
729;334;15;NOIR
718;336;15;NOIR
718;342;15;NOIR
737;334;15;NOIR
728;356;15;NOIR
727;357;15;NOIR
725;363;15;NOIR
714;347;15;NOIR
738;349;15;NOIR
737;341;15;NOIR
742;357;15;NOIR
735;357;15;NOIR
717;331;15;NOIR
726;348;15;NOIR
741;345;15;NOIR
742;338;15;NOIR
733;340;15;NOIR
729;333;15;NOIR
736;336;15;NOIR
725;367;15;NOIR
734;359;15;NOIR
726;350;15;NOIR
737;331;15;NOIR
712;342;15;NOIR
726;348;15;NOIR
745;347;15;NOIR
721;365;15;NOIR
716;352;15;NOIR
721;348;15;NOIR
719;355;15;NOIR
739;353;15;NOIR
732;328;15;NOIR
725;343;15;NOIR
714;335;15;NOIR
720;353;15;NOIR
742;347;15;NOIR
721;350;15;NOIR
716;339;15;NOIR
734;330;15;NOIR
734;362;15;NOIR
729;356;15;NOIR
737;364;15;NOIR
726;353;15;NOIR
711;339;15;NOIR
725;356;15;NOIR
715;350;15;NOIR
710;343;15;NOIR
736;332;15;NOIR
738;353;15;NOIR
730;335;15;NOIR
713;359;15;NOIR
739;335;15;NOIR
712;348;15;NOIR
723;365;15;NOIR
731;336;15;NOIR
728;329;15;NOIR
711;339;15;NOIR
733;352;15;NOIR
728;361;15;NOIR
731;366;15;NOIR
736;333;15;NOIR
720;343;15;NOIR
725;364;15;NOIR
747;348;15;NOIR
736;336;15;NOIR
715;360;15;NOIR
715;347;15;NOIR
745;342;15;NOIR
718;344;15;NOIR
721;348;15;NOIR
721;363;15;NOIR
720;363;15;NOIR
731;332;15;NOIR
742;340;15;NOIR
711;350;15;NOIR
728;342;15;NOIR
728;362;15;NOIR
723;355;15;NOIR
734;362;15;NOIR
744;375;15;NOIR
741;365;15;NOIR
721;351;15;NOIR
730;366;15;NOIR
741;371;15;NOIR
745;373;15;NOIR
746;359;15;NOIR
740;355;15;NOIR
726;378;15;NOIR
734;362;15;NOIR
722;363;15;NOIR
726;355;15;NOIR
733;382;15;NOIR
741;365;15;NOIR
723;345;15;NOIR
716;371;15;NOIR
712;357;15;NOIR
729;349;15;NOIR
727;378;15;NOIR
733;382;15;NOIR
737;361;15;NOIR
720;359;15;NOIR
743;371;15;NOIR
711;365;15;NOIR
740;371;15;NOIR
731;359;15;NOIR
732;377;15;NOIR
721;366;15;NOIR
733;375;15;NOIR
732;356;15;NOIR
736;345;15;NOIR
726;368;15;NOIR
742;376;15;NOIR
724;369;15;NOIR
736;380;15;NOIR
740;364;15;NOIR
714;351;15;NOIR
741;363;15;NOIR
736;378;15;NOIR
719;371;15;NOIR
725;360;15;NOIR
727;369;15;NOIR
739;361;15;NOIR
729;359;15;NOIR
725;377;15;NOIR
731;367;15;NOIR
718;371;15;NOIR
719;349;15;NOIR
742;372;15;NOIR
728;374;15;NOIR
723;378;15;NOIR
722;348;15;NOIR
718;367;15;NOIR
736;366;15;NOIR
734;358;15;NOIR
733;370;15;NOIR
743;348;15;NOIR
715;376;15;NOIR
725;373;15;NOIR
737;377;15;NOIR
732;378;15;NOIR
723;381;15;NOIR
749;360;15;NOIR
722;347;15;NOIR
712;360;15;NOIR
743;374;15;NOIR
731;357;15;NOIR
723;352;15;NOIR
738;380;15;NOIR
722;349;15;NOIR
728;345;15;NOIR
726;348;15;NOIR
732;364;15;NOIR
713;359;15;NOIR
729;365;15;NOIR
719;353;15;NOIR
733;346;15;NOIR
742;368;15;NOIR
734;355;15;NOIR
721;349;15;NOIR
730;372;15;NOIR
748;364;15;NOIR
741;366;15;NOIR
731;363;15;NOIR
